,gene function,organism,nador_1_counts,phylum,class,order,family
1619,DNA polymerase I,Candidatus Methanoregula boonei 6A8,0.0,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae
1620,DNA polymerase I,Maritimibacter alkaliphilus HTCC2654,15.61,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1621,DNA polymerase I,Mycobacterium abscessus ATCC 19977,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
1622,DNA polymerase I,Neisseria meningitidis MC58,0.0,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
1623,DNA polymerase I,Photobacterium profundum SS9,3.05,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1624,DNA polymerase I,Photorhabdus luminescens subsp. laumondii TTO1,1.61,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
1625,DNA polymerase I,Proteus mirabilis HI4320,1.62,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
1626,DNA polymerase I,Psychrobacter cryohalolentis K5,2.55,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
1627,DNA polymerase I,Ralstonia eutropha JMP134,1.7,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1628,DNA polymerase I,Roseovarius sp. 217,8.55,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1629,DNA polymerase I,Shewanella violacea DSS12,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1630,DNA polymerase I,Shigella flexneri 2a str. 301,8.14,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1631,DNA polymerase I,Silicibacter sp. TrichCH4B,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1632,DNA polymerase I,Sinorhizobium medicae WSM419,7.32,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
1633,DNA polymerase I,Streptococcus pyogenes MGAS10270,0.0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
1634,DNA polymerase I,Synechococcus sp. WH 5701,1.66,Cyanobacteria,,Synechococcales,Synechococcaceae
1635,DNA polymerase I,Vibrio mimicus VM573,3.17,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1636,DNA polymerase I,Yersinia enterocolitica subsp. enterocolitica 8081,2.5,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
1637,DNA polymerase I superfamily,Nitrosococcus oceani AFC27,2.4,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
1638,DNA polymerase II,Acidovorax citrulli AAC00-1,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
1639,DNA polymerase II,Candidatus Koribacter versatilis Ellin345,4.12,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae
1640,DNA polymerase II,Pseudomonas aeruginosa C3719,1.66,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1641,DNA polymerase II,Rhodoferax ferrireducens T118,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
1642,DNA polymerase II,Roseovarius sp. 217,3.39,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1643,DNA polymerase II,Sideroxydans lithotrophicus ES-1,3.23,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae
1644,DNA polymerase II,Sphingomonas sp. SKA58,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
1645,DNA polymerase II,Streptomyces sp. ACT-1,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
1646,DNA polymerase II,Sulfitobacter sp. NAS-14.1,6.73,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1647,DNA polymerase II,Thalassiobium sp. R2A62,5.7,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1648,DNA polymerase II,Thioalkalivibrio sp. HL-EbGR7,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
1649,DNA polymerase II,Wolbachia endosymbiont of Drosophila melanogaster,2.48,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
1650,DNA polymerase II,gamma proteobacterium HTCC2207,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
1651,DNA polymerase II,gamma proteobacterium NOR5-3,1.65,Chordata,Mammalia,Primates,Hominidae
1652,DNA polymerase III DnaE,Clostridium novyi NT,1.6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
1653,DNA polymerase III alpha chain,Buchnera aphidicola str. APS (Acyrthosiphon pisum),1.59,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae
1654,DNA polymerase III alpha subunit,Blastopirellula marina DSM 3645,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
1655,DNA polymerase III alpha subunit,Polaribacter irgensii 23-P,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1656,DNA polymerase III alpha subunit,Streptomyces avermitilis MA-4680,1.65,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
1657,DNA polymerase III catalytic subuni,Dehalococcoides sp. BAV1,0.0,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae
1658,DNA polymerase III catalytic subuni,Rubrobacter xylanophilus DSM 9941,0.0,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae
1659,DNA polymerase III gamma/tau subunit,Flavobacteria bacterium BBFL7,4.08,Bacteroidetes,Flavobacteriia,,
1660,DNA polymerase III subunit alpha,Azospirillum sp. B510,1.7,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
1661,DNA polymerase III subunit alpha,Borrelia garinii PBi,0.0,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae
1662,DNA polymerase III subunit alpha,Burkholderia pseudomallei MSHR346,1.71,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1663,DNA polymerase III subunit alpha,Paracoccus denitrificans PD1222,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1664,DNA polymerase III subunit alpha,Propionibacterium acnes KPA171202,0.0,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae
1665,DNA polymerase III subunit alpha,Xanthomonas axonopodis pv. citri str. 306,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1666,DNA polymerase III subunit alpha,alpha proteobacterium HIMB114,17.65,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
1667,DNA polymerase III subunit beta,Chelativorans sp. BNC1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
1668,DNA polymerase III subunit beta,Pseudomonas putida GB-1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1669,DNA polymerase III subunit beta,Vibrio harveyi ATCC BAA-1116,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1670,DNA polymerase III subunit beta,Yersinia enterocolitica subsp. enterocolitica 8081,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
1671,DNA polymerase III subunit delta,Synechococcus sp. WH 8102,4.12,Cyanobacteria,,Synechococcales,Synechococcaceae
1672,DNA polymerase III subunit epsilon,Maribacter sp. HTCC2170,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1673,DNA polymerase III subunit epsilon,Serratia odorifera 4Rx13,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
1674,DNA polymerase III subunit epsilon,Stenotrophomonas maltophilia K279a,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1675,DNA polymerase III subunit gamma/tau,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1676,DNA polymerase III subunit gamma/tau,candidate division TM7 single-cell isolate TM7c,1.57,,,,
1677,DNA polymerase III subunits gamma and tau,Buchnera aphidicola str. Sg (Schizaphis graminum),0.0,Streptophyta,,Lamiales,Orobanchaceae
1678,DNA polymerase III subunits gamma and tau,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,0.0,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
1679,DNA polymerase III subunits gamma and tau,Granulibacter bethesdensis CGDNIH1,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
1680,DNA polymerase III subunits gamma and tau,Oceanicola batsensis HTCC2597,10.78,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1681,DNA polymerase III subunits gamma and tau,Parvularcula bermudensis HTCC2503,0.0,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae
1682,DNA polymerase III subunits gamma and tau,Rickettsia rickettsii str. Iowa,0.0,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
1683,DNA polymerase III subunits gamma and tau,Sulfitobacter sp. NAS-14.1,7.38,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1684,DNA polymerase III subunits gamma and tau,marine actinobacterium PHSC20C1,2.5,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1685,DNA polymerase IV,Actinobacillus minor NM305,0.0,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
1686,DNA polymerase IV,Capnocytophaga gingivalis ATCC 33624,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1687,DNA polymerase IV,Flavobacteria bacterium BAL38,1.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,
1688,DNA polymerase IV,Listeria innocua Clip11262,0.0,Firmicutes,Bacilli,Bacillales,Listeriaceae
1689,DNA polymerase V,Synechococcus elongatus PCC 6301,4.03,Cyanobacteria,,Synechococcales,Synechococcaceae
1690,DNA polymerase beta family protein,Blastopirellula marina DSM 3645,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
1691,DNA polymerase i,Asticcacaulis excentricus CB 48,3.9,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
1692,DNA polymerase ii,Calditerrivibrio nitroreducens DSM 19672,0.0,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae
1693,DNA polymerase kappa,Homo sapiens,0.0,Chordata,Mammalia,Primates,Hominidae
1694,DNA polymerase subunits gamma and tau,Thiobacillus denitrificans ATCC 25259,1.59,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae
1695,DNA polymerase type I,Bacteroidetes oral taxon 274 str. F0058,0.0,Bacteroidetes,,,
1696,DNA polymerase-like protein,Enterobacteria phage Phieco32,0.0,,,Caudovirales,Podoviridae
1697,DNA primase,Citrobacter koseri ATCC BAA-895,1.66,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1698,DNA primase,Cyanobium sp. PCC 7001,5.75,Cyanobacteria,,Synechococcales,Synechococcaceae
1699,DNA primase,Desulfovibrio desulfuricans subsp. desulfuricans str. G20,2.46,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
1700,DNA primase,Maritimibacter alkaliphilus HTCC2654,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1701,DNA primase,Peptoniphilus duerdenii ATCC BAA-1640,0.0,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae
1702,DNA primase,Photobacterium damselae subsp. damselae CIP 102761,1.74,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1703,DNA primase,Pseudomonas syringae pv. tomato T1,2.43,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1704,DNA primase,Rhodopseudomonas palustris TIE-1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
1705,DNA primase,Salinibacter ruber DSM 13855,0.0,Bacteroidetes,,,Rhodothermaceae
1706,DNA primase,Vibrio vulnificus YJ016,1.69,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1707,DNA recombination protein,Flavobacteriales bacterium ALC-1,4.82,Bacteroidetes,Flavobacteriia,Flavobacteriales,
1708,DNA recombination protein RmuC,Aggregatibacter actinomycetemcomitans D11S-1,0.0,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
1709,DNA repair photolyase-like protein,Fusobacterium varium ATCC 27725,0.0,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
1710,DNA repair protein RAD54,Plasmodium yoelii yoelii str. 17XNL,1.6,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae
1711,DNA repair protein RadA,Capnocytophaga ochracea DSM 7271,4.89,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1712,DNA repair protein RadA,Ferrimonas balearica DSM 9799,2.41,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae
1713,DNA repair protein RadA,Flavobacteriaceae bacterium 3519-10,1.59,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1714,DNA repair protein RadA,Novosphingobium aromaticivorans DSM 12444,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
1715,DNA repair protein RadA,Salmonella enterica subsp. enterica serovar Heidelberg str. SL476,4.19,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1716,DNA repair protein RadA,Synechococcus sp. WH 5701,1.68,Cyanobacteria,,Synechococcales,Synechococcaceae
1717,DNA repair protein RadA,gamma proteobacterium HTCC2207,2.45,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
1718,DNA repair protein RadC,Spirosoma linguale DSM 74,3.3,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
1719,DNA repair protein RadC,Zunongwangia profunda SM-A87,1.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1720,DNA repair protein RecN,Caulobacter sp. K31,0.0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
1721,DNA repair protein RecN,Desulfococcus oleovorans Hxd3,0.0,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
1722,DNA repair protein RecN,Magnetococcus sp. MC-1,0.0,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae
1723,DNA repair protein RecN,Marinobacter aquaeolei VT8,1.61,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
1724,DNA repair protein RecN,Methylophilales bacterium HTCC2181,1.77,Proteobacteria,Betaproteobacteria,Methylophilales,
1725,DNA repair protein RecN,Pseudomonas syringae pv. syringae B728a,1.58,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1726,DNA repair protein RecN,Sulfitobacter sp. NAS-14.1,3.33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1727,DNA repair protein RecO,Synechococcus sp. CC9311,2.42,Cyanobacteria,,Synechococcales,Synechococcaceae
1728,DNA repair protein RecO,Synechococcus sp. WH 8109,4.08,Cyanobacteria,,Synechococcales,Synechococcaceae
1729,DNA replication and repair protein RecF,Clostridium botulinum C str. Eklund,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
1730,DNA replication and repair protein RecF,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1731,DNA replication and repair protein RecO,Synechococcus sp. CC9605,7.28,Cyanobacteria,,Synechococcales,Synechococcaceae
1732,DNA replication factor Y,Chryseobacterium gleum ATCC 35910,1.64,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1733,DNA replication protein-like protein,Anaeromyxobacter sp. Fw109-5,0.0,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
1734,DNA strand exchange and recombination protein with protease and nuclease activity,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),3.91,Arthropoda,Insecta,Hemiptera,Aphididae
1735,DNA topoisomeras,Opitutaceae bacterium TAV2,0.0,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
1736,DNA topoisomeras,Pedobacter sp. BAL39,0.0,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
1737,DNA topoisomerase (ATP-hydrolyzing),Mobiluncus mulieris ATCC 35243,0.0,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae
1738,DNA topoisomerase (ATP-hydrolyzing) ParC,Roseomonas cervicalis ATCC 49957,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
1739,DNA topoisomerase (ATP-hydrolyzing) subunit A,Staphylococcus aureus subsp. aureus USA300_TCH1516,0.0,Firmicutes,Bacilli,Bacillales,Staphylococcaceae
1740,DNA topoisomerase I,Candidatus Pelagibacter ubique HTCC1002,6.51,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
1741,DNA topoisomerase I,Corynebacterium jeikeium K411,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae
1742,DNA topoisomerase I,Cyanobium sp. PCC 7001,3.93,Cyanobacteria,,Synechococcales,Synechococcaceae
1743,DNA topoisomerase I,Cyanothece sp. PCC 7424,0.0,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
1744,DNA topoisomerase I,Ehrlichia canis str. Jake,4.09,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
1745,DNA topoisomerase I,Gallionella capsiferriformans ES-2,0.0,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae
1746,DNA topoisomerase I,Haemophilus influenzae RdAW,3.2,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
1747,DNA topoisomerase I,Kangiella koreensis DSM 16069,1.59,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
1748,DNA topoisomerase I,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,0.0,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
1749,DNA topoisomerase I,Methylovorus sp. SIP3-4,1.61,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
1750,DNA topoisomerase I,Pseudomonas syringae pv. tomato str. DC3000,10.48,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1751,DNA topoisomerase I,Rhodomicrobium vannielii ATCC 17100,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
1752,DNA topoisomerase I,Rickettsia bellii OSU 85-389,1.65,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
1753,DNA topoisomerase I,Robiginitalea biformata HTCC2501,12.33,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1754,DNA topoisomerase I,Sulfitobacter sp. NAS-14.1,1.61,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1755,DNA topoisomerase I,Xylella fastidiosa M23,1.64,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1756,DNA topoisomerase I,marine gamma proteobacterium HTCC2080,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
1757,DNA topoisomerase II,Encephalitozoon intestinalis ATCC 50506,1.67,Microsporidia,,,Unikaryonidae
1758,DNA topoisomerase II,Giardia lamblia ATCC 50803,1.72,,,,Hexamitidae
1759,DNA topoisomerase III,Akkermansia muciniphila ATCC BAA-835,1.7,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae
1760,DNA topoisomerase III,Coraliomargarita akajimensis DSM 45221,6.57,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
1761,DNA topoisomerase IV subunit A,Aliivibrio salmonicida LFI1238,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
1762,DNA topoisomerase IV subunit A,Arthrobacter chlorophenolicus A6,1.57,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
1763,DNA topoisomerase IV subunit A,Erythrobacter sp. NAP1,1.54,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
1764,DNA topoisomerase IV subunit A,Francisella tularensis subsp. tularensis FSC198,0.0,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae
1765,DNA topoisomerase IV subunit A,Shewanella sediminis HAW-EB3,2.49,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1766,DNA topoisomerase IV subunit B,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1767,DNA topoisomerase IV subunit B,Paulinella chromatophora,0.0,,,Euglyphida,Paulinellidae
1768,DNA topoisomerase IV subunit B,Rhodobacter sphaeroides ATCC 17029,6.49,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1769,DNA topoisomerase IV subunit B,Ruegeria sp. TM1040,17.14,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1770,DNA topoisomerase IV subunit B,Shewanella oneidensis MR-1,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1771,DNA topoisomerase IV subunit B,Synechococcus sp. WH 7805,4.05,Cyanobacteria,,Synechococcales,Synechococcaceae
1772,DNA topoisomerase IV subunit B,marine gamma proteobacterium HTCC2080,24.87,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
1773,DNA topoisomerase TopA,Pseudoramibacter alactolyticus ATCC 23263,0.0,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae
1774,DNA topoisomerase type IA central domain protein,Pedobacter heparinus DSM 2366,0.0,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
1775,DNA topoisomerase type IIA subunit B region 2 domain protein,Flavobacteria bacterium MS024-2A,21.52,Bacteroidetes,Flavobacteriia,,
1776,DNA translocase FtsK,Alkalilimnicola ehrlichii MLHE-1,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
1777,DNA translocase FtsK,Escherichia coli UTI89,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1778,DNA uptake lipoprotein,Sphingopyxis alaskensis RB2256,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
1779,DNA-3-methyladenine glycosylase i,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1780,DNA-bindin,Francisella tularensis subsp. holarctica LVS,0.0,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae
1781,DNA-binding ATP-dependent protease La,Buchnera aphidicola str. Cc (Cinara cedri),2.32,Streptophyta,,Lamiales,Orobanchaceae
1782,DNA-binding protei,Pelagibaca bermudensis HTCC2601,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1783,DNA-binding protein HU,Ruegeria sp. R11,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1784,DNA-binding protein HU superfamily,Cellvibrio japonicus Ueda107,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
1785,DNA-binding protein HU-alpha,Brucella sp. 83/13,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
1786,DNA-binding protein HU-beta,Chromobacterium violaceum ATCC 12472,1.61,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae
1787,DNA-binding response regulato,Dehalococcoides sp. VS,0.0,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae
1788,DNA-binding response regulator,Burkholderia cenocepacia PC184,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1789,DNA-binding response regulator,Burkholderia pseudomallei 1710b,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1790,DNA-binding response regulator,Roseobacter sp. AzwK-3b,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1791,DNA-binding response regulator,Roseovarius nubinhibens ISM,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1792,DNA-binding response regulator,Sphingobacterium spiritivorum ATCC 33300,2.53,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
1793,DNA-binding response regulator PetR,Roseovarius sp. 217,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1794,DNA-binding two-component response regulator,Azospirillum sp. B510,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
1795,DNA-cytosine methyltransferase,Acidiphilium cryptum JF-5,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
1796,DNA-cytosine methyltransferase,Acidobacterium sp. SP1PR4,0.0,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae
1797,DNA-damage-inducible protei,Roseobacter denitrificans OCh 114,9.65,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1798,DNA-dependent helicase II,Idiomarina loihiensis L2TR,2.38,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae
1799,DNA-dependent helicase II,Photorhabdus luminescens subsp. laumondii TTO1,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
1800,DNA-dependent helicase II,Pseudomonas putida F1,4.85,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1801,DNA-dependent helicase II,Stenotrophomonas maltophilia R551-3,4.12,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1802,DNA-directed DNA polymerase,Thioalkalivibrio sp. HL-EbGR7,2.51,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
1803,DNA-directed DNA polymerase I,Mannheimia haemolytica serotype A2 str. OVINE,1.61,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
1804,DNA-directed DNA polymerase III alpha subunit,Staphylococcus aureus subsp. aureus TCH70,3.93,Firmicutes,Bacilli,Bacillales,Staphylococcaceae
1805,DNA-directed RNA polymeras,Acinetobacter junii SH205,1.65,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
1806,DNA-directed RNA polymeras,Asticcacaulis excentricus CB 48,1.63,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
1807,DNA-directed RNA polymeras,Bacillus tusciae DSM 2912,0.0,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae
1808,DNA-directed RNA polymeras,Brevundimonas sp. BAL3,0.0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
1809,DNA-directed RNA polymeras,Caldicellulosiruptor obsidiansis OB47,0.0,Firmicutes,Clostridia,Thermoanaerobacterales,
1810,DNA-directed RNA polymeras,Capnocytophaga sputigena ATCC 33612,1.69,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1811,DNA-directed RNA polymeras,Enterobacter cloacae SCF1,1.62,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1812,DNA-directed RNA polymeras,Escherichia albertii TW07627,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
