gene function,organism,counts,nador_2_counts
RND transporte,Teredinibacter turnerae T7901,2,1.62
RNR2A (RIBONUCLEOTIDE REDUCTASE 2A); ribonucleoside-diphosphate reductase,Arabidopsis thaliana,7,5.71
ROC1 (ROTAMASE CYP 1); peptidyl-prolyl cis-trans isomerase,Arabidopsis thaliana,1,0.0
ROK family protein,Vibrio shilonii AK1,1,0.0
RSC complex subunit (Sth1,Penicillium marneffei ATCC 18224,1,0.0
RTX toxin,Pseudomonas entomophila L48,2,1.6
Rab geranylgeranyltransferase beta subunit,Dictyostelium discoideum AX4,1,0.0
Rab7 GTPase,Cryptosporidium parvum Iowa II,1,0.0
Radical SAM domain protein,Methylosinus trichosporium OB3b,1,0.0
Radical SAM domain protein,Spirosoma linguale DSM 74,1,0.0
RagB/SusD domain protein,Dyadobacter fermentans DSM 18053,1,0.0
Rare lipoprotein A,Crocosphaera watsonii WH 8501,1,0.0
RecA-like recombination protein,Synechococcus phage syn9,36,29.54
RecF protein,Capnocytophaga gingivalis ATCC 33624,1,0.0
RecJ exonuclease,gamma proteobacterium HTCC2207,3,2.43
RecR protein,Synechococcus sp. BL107,2,1.55
Redoxin domain-containing protein,Nakamurella multipartita DSM 44233,2,1.59
Redoxin superfamily,Microcoleus chthonoplastes PCC 7420,1,0.0
RegA translational repressor protein,Acinetobacter phage Acj61,2,1.59
RegB,Citreicella sp. SE45,2,1.65
RelA/SpoT family protein,Salinispora tropica CNB-440,1,0.0
Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain,Candidatus Pelagibacter ubique HTCC1002,53,43.89
Response regulator receiver,delta proteobacterium MLMS-1,2,1.63
Restriction modification syste,Photobacterium profundum 3TCK,1,0.0
Rh family protein/ammonium transporter,Marinobacter aquaeolei VT8,5,4.1
RibE,Pantoea ananatis LMG 20103,2,1.7
Riboflavin biosynthesis protein RibD,Synechococcus sp. RS9916,4,3.2
Ribonuclease G,Flavobacteria bacterium BAL38,5,4.04
Ribonuclease H,Thermoanaerobacter sp. X561,2,1.74
Ribonuclease HII,Flavobacteriaceae bacterium 3519-10,2,1.61
Ribonuclease III,Roseovarius sp. 217,1,0.0
Ribonucleoside-diphosphate reductase,Kangiella koreensis DSM 16069,1,0.0
Ribonucleoside-diphosphate reductase 1 subunit alpha,Actinobacillus pleuropneumoniae serovar 2 str. S1536,1,0.0
Ribose-phosphate pyrophosphokinase,Flavobacteriaceae bacterium 3519-10,1,0.0
Ribose-phosphate pyrophosphokinase 1,Congregibacter litoralis KT71,5,4.19
Ribosomal RNA small subunit methyltransferase G,Flavobacteriaceae bacterium 3519-10,2,1.65
Ribosomal large subunit pseudouridine synthase F,Vibrio mimicus VM603,1,0.0
Ribosomal protein L5,Methylacidiphilum infernorum V4,4,3.29
Ribosomal protein S1,Ostreococcus lucimarinus CCE9901,1,0.0
Rieske (2Fe-2S) domain-containing protein,Novosphingobium aromaticivorans DSM 12444,2,1.66
Rieske (2Fe-2S) domain-containing protein,Sphingomonas wittichii RW1,1,0.0
RimK-like ATP-grasp domain family protein,Ruegeria sp. R11,1,0.0
Rkp,Sinorhizobium fredii NGR234,3,2.43
RluA family pseudouridine synthase,Methanococcus vannielii SB,1,0.0
RluA family pseudouridine synthase,Nitrosococcus watsoni C-113,1,0.0
RluA family pseudouridine synthase,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,4,3.15
RnhA1,Desulfobacterium autotrophicum HRM2,1,0.0
RodA,Pasteurella multocida subsp. multocida str. Pm70,1,0.0
RpoD subfamily RNA polymerase sigma-70,Thermobispora bispora DSM 43833,1,0.0
Rrf2-like transcriptional regulator protein,Zunongwangia profunda SM-A87,1,0.0
S-adenosyl-L-homocysteine hydrolase,Acinetobacter baumannii 6013113,4,3.1
S-adenosyl-L-homocysteine hydrolase,Acinetobacter sp. ADP1,11,9.22
S-adenosyl-L-homocysteine hydrolase,Azotobacter vinelandii DJ,6,4.99
S-adenosyl-L-homocysteine hydrolase,Bacteroides thetaiotaomicron VPI-5482,3,2.52
S-adenosyl-L-homocysteine hydrolase,Cytophaga hutchinsonii ATCC 33406,9,7.47
S-adenosyl-L-homocysteine hydrolase,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,7,5.73
S-adenosyl-L-homocysteine hydrolase,Loktanella vestfoldensis SKA53,5,4.19
S-adenosyl-L-homocysteine hydrolase,Methylobacillus flagellatus KT,2,1.71
S-adenosyl-L-homocysteine hydrolase,Methylobacterium nodulans ORS 2060,3,2.47
S-adenosyl-L-homocysteine hydrolase,Oceanicaulis sp. HTCC2633,1,0.0
S-adenosyl-L-homocysteine hydrolase,Pseudomonas syringae pv. tomato NCPPB 1108,11,9.21
S-adenosyl-L-homocysteine hydrolase,Sulfolobus tokodaii str. 7,1,0.0
S-adenosyl-methyltransferase MraW,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,1,0.0
S-adenosyl-methyltransferase MraW,Carboxydibrachium pacificum DSM 12653,1,0.0
S-adenosyl-methyltransferase MraW,Flavobacteriales bacterium ALC-1,7,5.92
S-adenosyl-methyltransferase MraW,Opitutaceae bacterium TAV2,1,0.0
S-adenosyl-methyltransferase MraW,Pedobacter heparinus DSM 2366,4,3.29
S-adenosyl-methyltransferase MraW,Pseudomonas fluorescens Pf0-1,2,1.67
S-adenosylmethionine synthetase,Buchnera aphidicola str. Sg (Schizaphis graminum),1,0.0
S-adenosylmethionine synthetase,Corynebacterium urealyticum DSM 7109,4,3.34
S-adenosylmethionine synthetase,Cronobacter sakazakii ATCC BAA-894,5,4.12
S-adenosylmethionine synthetase,Desulfurispirillum indicum S5,3,2.44
S-adenosylmethionine synthetase,Gluconobacter oxydans 621H,11,8.89
S-adenosylmethionine synthetase,Kangiella koreensis DSM 16069,3,2.53
S-adenosylmethionine synthetase,Lactobacillus plantarum WCFS1,3,2.38
S-adenosylmethionine synthetase,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,1,0.0
S-adenosylmethionine synthetase,Magnetospirillum magneticum AMB-1,5,4.13
S-adenosylmethionine synthetase,Neisseria meningitidis Z2491,1,0.0
S-adenosylmethionine synthetase,Pelodictyon phaeoclathratiforme BU-1,1,0.0
S-adenosylmethionine synthetase,Polaribacter sp. MED152,18,14.88
S-adenosylmethionine synthetase,Spirosoma linguale DSM 74,6,4.97
S-adenosylmethionine synthetase,Synechococcus sp. CC9902,12,9.81
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Acaryochloris marina MBIC11017,1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Bacteroides sp. 4_3_47FAA,1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Oxalobacter formigenes OXCC13,1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Pseudomonas syringae pv. syringae B728a,1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Salinibacter ruber M8,1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Sulfurihydrogenibium sp. YO3AOP1,1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Synechococcus sp. JA-2-3B''a(2-13),1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Synechococcus sp. JA-3-3Ab,1,0.0
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Synechococcus sp. WH 7803,1,0.0
S-adenosylmethionine:tRNA-ribosyltransferase- isomerase/queuine synthetase,Hydrogenobacter thermophilus TK-6,1,0.0
S-adenosylmethionine:trna ribosyltransferase-isomerase,Pseudomonas aeruginosa 39016,1,0.0
S-formylglutathione hydrolase,Silicibacter sp. TrichCH4B,10,8.26
S-methyl-5-thioribose-1-phosphate isomerase,alpha proteobacterium HIMB114,12,9.98
S4 domain protein,Pelagibaca bermudensis HTCC2601,2,1.74
S4 domain-containing protein,Alcanivorax borkumensis SK2,3,2.48
S49 family peptidase,Ruegeria pomeroyi DSS-3,14,11.71
S6 modification enzyme RimK,Nitrosococcus oceani ATCC 19707,3,2.45
S9A family peptidase,Hyphomonas neptunium ATCC 15444,3,2.46
SAM-dependent methyltransferase,Marinobacter algicola DG893,1,0.0
SAM-dependent methyltransferase,Sphingobium japonicum UT26S,1,0.0
SAM-dependent methyltransferase,Synechococcus sp. WH 7803,5,4.12
SGNH subfamily hydrolase,Sphingobacterium spiritivorum ATCC 33861,1,0.0
SHM1 (SERINE TRANSHYDROXYMETHYLTRANSFERASE 1); glycine hydroxymethyltransferase/ poly(U) binding,Arabidopsis thaliana,1,0.0
SIR2-like transcriptional regulatory protein,Thalassiosira pseudonana CCMP1335,1,0.0
SLT,Shewanella piezotolerans WP3,1,0.0
SMC protei,Pseudomonas syringae pv. syringae B728a,3,2.34
SMC protein (chromosome partition protein),Geobacillus thermodenitrificans NG80-2,1,0.0
SN-glycerol-3-phophate ABC transporte,Ruegeria pomeroyi DSS-3,4,3.38
SN-glycerol-3-phosphate ABC transporte,Roseovarius sp. 217,9,7.66
SNARE associated Golgi protein,Thauera sp. MZ1T,1,0.0
SNF2 family phage protein,Streptococcus pyogenes str. Manfredo,1,0.0
SNF2 super family,Micromonas sp. RCC299,1,0.0
SOS-regulated protein,Synechococcus sp. RCC307,4,3.29
SOS-response transcriptional repressor,Candidatus Pelagibacter sp. HTCC7211,54,45.13
SPFH domain-containing protein/band 7 family protein,Prochlorococcus marinus str. MIT 9312,12,9.86
SPFH domain/band 7 family protein,Pelagibaca bermudensis HTCC2601,2,1.69
SSS family solute/sodium (Na+) symporter,Flavobacterium johnsoniae UW101,8,6.69
SSS family solute/sodium (Na+) symporter,Salinispora arenicola CNS-205,1,0.0
SSS sodium solute transporter superfamily,Dyadobacter fermentans DSM 18053,2,1.62
SSU ribosomal protein S10P,Pedobacter saltans DSM 12145,2,1.68
SSU ribosomal protein S12p (S23e),Grimontia hollisae CIP 101886,2,1.66
SSU ribosomal protein S14P,Dechloromonas aromatica RCB,3,2.47
SSU ribosomal protein S4p (S9e),Grimontia hollisae CIP 101886,1,0.0
SSU ribosomal protein S6P modification protein,Pseudomonas mendocina ymp,1,0.0
SUGAR TRANSPORT ATP-BINDING PROTEIN,Fusobacterium nucleatum subsp. vincentii ATCC 49256,2,1.65
ScpA/B protein,Roseobacter sp. GAI101,3,2.45
Sec-independent periplasmic protein translocas,Methylophilales bacterium HTCC2181,1,0.0
Sec-independent protein secretion pathway component TatC,Synechococcus sp. WH 7803,3,2.52
Sec-independent protein translocas,Arthrospira maxima CS-328,1,0.0
Sec-independent protein translocas,Flavobacteria bacterium MS024-2A,13,10.6
Sec-independent protein translocas,Marinobacter aquaeolei VT8,6,4.84
Sec-independent protein translocase protein TatA/E,Desulfovibrio magneticus RS-1,1,0.0
Sec4p,Saccharomyces cerevisiae S288c,1,0.0
Secreted protein containing N-terminal Zinc-dependent carboxypeptidase related domain,Kordia algicida OT-1,7,5.81
Secretion chaperone CsaA,Sagittula stellata E-37,1,0.0
Sel1 domain protein repeat-containing protein,Octadecabacter antarcticus 238,1,0.0
Sel1 repeat family protein,Roseobacter sp. GAI101,1,0.0
Selenocysteine lyase,Legionella pneumophila str. Corby,3,2.57
Senescence marker protein-30 (SMP-30),Rhodobacteraceae bacterium HTCC2150,1,0.0
Septum formation initiator,Methylophilales bacterium HTCC2181,1,0.0
Septum formation initiator subfamily,gamma proteobacterium HTCC5015,1,0.0
Ser/Thr protein phosphatase family protein,Algoriphagus sp. PR1,2,1.7
Serine O-acetyltransferase,Spirosoma linguale DSM 74,1,0.0
Serine--glyoxylate transaminase,Nitrobacter hamburgensis X14,2,1.72
Serine-glyoxylate aminotransferase,Bradyrhizobium sp. ORS278,3,2.4
Serine-pyruvate aminotransferase/ aspartate aminotransferase,Vibrio vulnificus CMCP6,2,1.68
Serine-type D-Ala-D-Ala carboxypeptidase,Thiomicrospira crunogena XCL-2,5,4.07
Seryl-tRNA synthetase,alpha proteobacterium BAL199,2,1.67
Shikimate dehydrogenase substrate binding domain family,Verrucomicrobiae bacterium DG1235,1,0.0
Shikimate kinase 1,Yersinia ruckeri ATCC 29473,1,0.0
Shikimate kinase I protein,gamma proteobacterium HdN1,2,1.66
Short-chain dehydrogenase/reductase SDR,Candidatus Puniceispirillum marinum IMCC1322,3,2.42
Short-chain dehydrogenase/reductase SDR,Methylobacterium extorquens DM4,6,4.89
Short-chain dehydrogenase/reductase SDR,Methylophilales bacterium HTCC2181,6,4.83
Short-chain dehydrogenase/reductase SDR,Ralstonia eutropha JMP134,3,2.48
Short-chain dehydrogenase/reductase SDR,Rhizobium etli Brasil 5,4,3.47
Short-chain dehydrogenase/reductase SDR,Rhodobacter sphaeroides 2.4.1,14,11.61
Signal recognition 54 kDa protein Ffh,Waddlia chondrophila WSU 86-1044,1,0.0
Signal recognition particl,Flavobacteriaceae bacterium 3519-10,2,1.62
Signal transduction histidine kinase,Vibrio harveyi ATCC BAA-1116,1,0.0
Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation,Magnetospirillum magneticum AMB-1,2,1.66
Site-specific DNA-methyltransferase (adenine- specific),Planctomyces limnophilus DSM 3776,1,0.0
Site-specific DNA-methyltransferase (adenine-specific),Allochromatium vinosum DSM 180,2,1.68
Small GTP-binding protein domain,Roseobacter sp. AzwK-3b,1,0.0
Smg protein,Stenotrophomonas sp. SKA14,1,0.0
Smp-30/Cgr1 family protein,Maritimibacter alkaliphilus HTCC2654,1,0.0
Sodium-transporting two-sector ATPase,marine gamma proteobacterium HTCC2080,21,17.21
Sodium:neurotransmitter symporter family protein,marine gamma proteobacterium HTCC2148,5,4.12
SoxR protein,Vibrio alginolyticus 12G01,1,0.0
SpoIID sporulation protein,Synechococcus sp. WH 7803,2,1.58
SpoIID/LytB domain-containing protein,Alkaliphilus oremlandii OhILAs,2,1.63
SpoOJ regulator protein,Kordia algicida OT-1,8,6.52
SpoU rRNA methylase,Polaribacter sp. MED152,3,2.35
SpoU rRNA methylase family,Candidatus Pelagibacter ubique HTCC1062,57,46.93
SpoU rRNA methylase family protein,Polaribacter sp. MED152,4,3.26
SpoVE,Bacillus licheniformis ATCC 14580,1,0.0
SpoVR,Bermanella marisrubri,1,0.0
Squalene/phytoene synthase,Jonesia denitrificans DSM 20603,1,0.0
SsrA-binding protein,Agrobacterium tumefaciens str. C58,1,0.0
SsrA-binding protein,Candidatus Pelagibacter sp. HTCC7211,16,13.06
SsrA-binding protein,Croceibacter atlanticus HTCC2559,4,3.24
SsrA-binding protein,Dinoroseobacter shibae DFL 12,2,1.62
SsrA-binding protein,Flavobacterium psychrophilum JIP02/86,5,4.09
SsrA-binding protein,Leifsonia xyli subsp. xyli str. CTCB07,1,0.0
SsrA-binding protein,Methylibium petroleiphilum PM1,1,0.0
SsrA-binding protein,Stigmatella aurantiaca DW4/3-1,1,0.0
SsrA-binding protein,Synechocystis sp. PCC 6803,1,0.0
Starch synthase,Chitinophaga pinensis DSM 2588,2,1.54
Ste24 endopeptidase,Desulfovibrio salexigens DSM 2638,1,0.0
Stearoyl-CoA 9-desaturase,Coraliomargarita akajimensis DSM 45221,2,1.67
Sua5/YciO/YrdC/YwlC family protein,Clostridium beijerinckii NCIMB 8052,1,0.0
Sua5/YciO/YrdC/YwlC family protein,Hirschia baltica ATCC 49814,4,3.35
Sua5/YciO/YrdC/YwlC family protein,Rhodopseudomonas palustris TIE-1,1,0.0
Succinyl-CoA ligase [ADP-forming,Bacillus mycoides DSM 2048,1,0.0
Succinyl-CoA synthetas,Dokdonia donghaensis MED134,14,11.64
Succinyl-CoA synthetas,gamma proteobacterium HdN1,3,2.37
Succinyl-CoA synthetase beta chain,Congregibacter litoralis KT71,7,5.68
Succinyl-CoA synthetase beta chain (SCS-beta),Candidatus Pelagibacter ubique HTCC1002,8,6.73
SuhB protein,Streptomyces coelicolor A3(2),1,0.0
Sulfite/nitrite reductase hemoprotein subunit,Oceanicola granulosus HTCC2516,2,1.57
Sulfotransferase,Crocosphaera watsonii WH 8501,1,0.0
Sulfotransferase,marine gamma proteobacterium HTCC2080,7,5.91
Superfamily I DNA helicas,Idiomarina baltica OS145,2,1.58
Superoxide dismutase,Capnocytophaga ochracea DSM 7271,4,3.36
Superoxide dismutase,Flavobacteria bacterium MS024-3C,1,0.0
SurA N-terminal domain family,Alcanivorax sp. DG881,2,1.72
SurA N-terminal domain family protein,marine gamma proteobacterium HTCC2148,1,0.0
SusD/RagB family protein,Gramella forsetii KT0803,1,0.0
T-DNA border endonuclease,Roseovarius nubinhibens ISM,1,0.0
T-cell receptor beta chain ANA 11,Brugia malayi,9,7.58
TAP domain protein,Arthrobacter chlorophenolicus A6,1,0.0
TOBE domain family,Labrenzia alexandrii DFL-11,6,4.85
TOBE domain family,Octadecabacter antarcticus 307,1,0.0
TPP-dependent acetoin dehydrogenase comple,Colwellia psychrerythraea 34H,1,0.0
TPR domain protein,Flavobacteriales bacterium ALC-1,1,0.0
TPR domain protein,marine gamma proteobacterium HTCC2080,38,31.2
TPR repeat protein,Burkholderia thailandensis MSMB43,1,0.0
TPR repeat protein,Candidatus Puniceispirillum marinum IMCC1322,5,4.22
TPR repeat region superfamily protein,gamma proteobacterium NOR51-B,1,0.0
TPR repeat-containing protein,Maribacter sp. HTCC2170,2,1.68
TPR-like protein,Psychroflexus torquis ATCC 700755,2,1.63
TRAP dicarboxylate family transporte,Pelagibaca bermudensis HTCC2601,1,0.0
TRAP dicarboxylate family transporter DctQ subunit,Rhodobacter sphaeroides 2.4.1,7,5.82
TRAP dicarboxylate transporte,Chelativorans sp. BNC1,6,5.01
TRAP dicarboxylate transporte,Maricaulis maris MCS10,1,0.0
TRAP dicarboxylate transporte,Paracoccus denitrificans PD1222,4,3.3
TRAP dicarboxylate transporte,Roseobacter litoralis Och 149,1,0.0
TRAP dicarboxylate transporte,Roseovarius sp. 217,24,19.34
TRAP dicarboxylate transporte,Sinorhizobium medicae WSM419,4,3.17
TRAP dicarboxylate transporter subunit DctP,Candidatus Puniceispirillum marinum IMCC1322,19,15.58
TRAP dicarboxylate transporter subunit DctP,Marinomonas sp. MWYL1,1,0.0
TRAP dicarboxylate transporter- DctP subunit,Shewanella baltica OS185,2,1.66
TRAP transporte,Candidatus Pelagibacter sp. HTCC7211,1,0.0
TRAP transporte,Maritimibacter alkaliphilus HTCC2654,5,4.23
TRAP transporte,Octadecabacter antarcticus 307,1,0.0
TRAP transporte,Sagittula stellata E-37,1,0.0
TRAP transporte,Thauera sp. MZ1T,2,1.58
TRAP transporte,delta proteobacterium NaphS2,2,1.63
TRAP transporter,Dinoroseobacter shibae DFL 12,2,1.67
TRAP transporter solute receptor,Dinoroseobacter shibae DFL 12,1,0.0
TRAP-T family transporte,Rhodobacterales bacterium HTCC2255,1,0.0
TRAP-Type C4-dicarboxylate transport syste,Bradyrhizobium sp. BTAi1,1,0.0
TRAP-type C4-dicarboxylate transport syste,Bacteroides sp. 2_1_7,1,0.0
TRAP-type mannitol/chloroaromatic compound transport syste,Bermanella marisrubri,7,5.76
TRAP-type mannitol/chloroaromatic compound transport syste,Synechococcus sp. RCC307,9,7.4
Tag,Desulfobacterium autotrophicum HRM2,1,0.0
Tartrate dehydrogenase,Citrobacter rodentium ICC168,1,0.0
Tat (twin-arginine translocation) pathway signal sequence domain protein,Flavobacteria bacterium MS024-2A,10,8.22
Tat (twin-arginine translocation) pathway signal sequence domain protein,Roseobacter sp. MED193,1,0.0
TatD family deoxyribonuclease,Rickettsia rickettsii str. Iowa,2,1.65
TatD-related deoxyribonuclease,Synechococcus sp. CC9902,6,4.98
Ted2-like,Danio rerio,2,1.71
Terminase,Desulfarculus baarsii DSM 2075,1,0.0
TetR family transcriptional regulator,Flavobacterium psychrophilum JIP02/86,2,1.62
TetR family transcriptional regulator,Jannaschia sp. CCS1,1,0.0
TetR family transcriptional regulator,Rhodobacter sphaeroides ATCC 17029,4,3.25
Tetratricopeptide TPR_2 repeat protein,Methylovorus sp. SIP3-4,2,1.59
TfoX domain-containing protein,Rhodobacter sp. SW2,2,1.73
Thiamine import ATP-binding protein thiQ,Rhodobacter sphaeroides KD131,8,6.86
Thiosulfate sulfurtransferase,Candidatus Puniceispirillum marinum IMCC1322,1,0.0
Three-deoxy-D-manno-octulosonic-acid transferase domain-containing protein,Enterobacter cloacae SCF1,1,0.0
Threonine dehydratase,Ketogulonicigenium vulgare Y25,1,0.0
Threonine synthase,Candidatus Puniceispirillum marinum IMCC1322,15,12.43
Threonyl-tRNA synthetase,Halothermothrix orenii H 168,2,1.61
Threonyl/alanyl tRNA synthetase SAD,Clostridium carboxidivorans P7,1,0.0
Thymidylate kinase,Synechococcus sp. RS9917,1,0.0
Thymidylate kinase,Synechococcus sp. WH 7805,1,0.0
TldD/PmbA family protein,Sulfitobacter sp. NAS-14.1,2,1.55
TolB protein,Legionella pneumophila str. Lens,3,2.49
TolQ colicin import protein,Roseomonas cervicalis ATCC 49957,1,0.0
TonB family protein,Flavobacteria bacterium MS024-3C,4,3.33
TonB system biopolymer transport component,Psychroflexus torquis ATCC 700755,9,7.33
TonB system transport protein ExbD,Pseudomonas stutzeri A1501,2,1.7
TonB-dependent outer membrane protein,Flavobacteria bacterium BBFL7,1,0.0
TonB-dependent outer membrane receptor,Flavobacteria bacterium BBFL7,1,0.0
TonB-dependent outer membrane receptor,Flavobacteria bacterium MS024-2A,10,8.26
TonB-dependent outer membrane receptor,Gramella forsetii KT0803,3,2.49
TonB-dependent outer membrane receptor,Zunongwangia profunda SM-A87,1,0.0
TonB-dependent outer membrane receptorprecursor,Flavobacterium psychrophilum JIP02/86,2,1.63
TonB-dependent recepto,Alteromonas macleodii ''Deep ecotype'',4,3.29
TonB-dependent recepto,Porphyromonas gingivalis W83,2,1.64
TonB-dependent receptor,Alteromonas macleodii ''Deep ecotype'',1,0.0
TonB-dependent receptor,Bacteroides sp. 2_2_4,1,0.0
TonB-dependent receptor,Caulobacter crescentus CB15,2,1.58
TonB-dependent receptor,Chitinophaga pinensis DSM 2588,1,0.0
TonB-dependent receptor,Croceibacter atlanticus HTCC2559,2,1.65
TonB-dependent receptor,Ferrimonas balearica DSM 9799,4,3.15
TonB-dependent receptor,Microscilla marina ATCC 23134,1,0.0
TonB-dependent receptor,Nitrobacter winogradskyi Nb-255,1,0.0
TonB-dependent receptor,Novosphingobium aromaticivorans DSM 12444,1,0.0
TonB-dependent receptor,Pseudoalteromonas atlantica T6c,6,4.99
TonB-dependent receptor,Pseudoalteromonas sp. SM9913,6,4.93
TonB-dependent receptor,Rhodothermus marinus DSM 4252,2,1.7
TonB-dependent receptor,Shewanella sediminis HAW-EB3,1,0.0
TonB-dependent receptor,Sphingomonas wittichii RW1,10,8.22
TonB-dependent receptor,Sphingopyxis alaskensis RB2256,2,1.64
TonB-dependent receptor,Spirosoma linguale DSM 74,3,2.41
TonB-dependent receptor,gamma proteobacterium NOR51-B,4,3.07
TonB-dependent receptor,marine gamma proteobacterium HTCC2080,43,35.28
TonB-dependent receptor plug,Capnocytophaga ochracea DSM 7271,2,1.65
TonB-dependent receptor plug,Chitinophaga pinensis DSM 2588,1,0.0
TonB-dependent receptor plug,Hirschia baltica ATCC 49814,3,2.46
TonB-dependent receptor plug,Spirosoma linguale DSM 74,2,1.66
TonB-dependent receptor protein,Congregibacter litoralis KT71,3,2.52
TonB-dependent receptor-like protein,Sphingobium japonicum UT26S,1,0.0
TonB-dependent siderophore receptor,Polaribacter irgensii 23-P,1,0.0
TonB-dependent siderophore receptor,Pseudomonas mendocina ymp,2,1.7
TonB-dependent siderophore receptor,Sphingomonas wittichii RW1,1,0.0
Transaldolase,Sulfitobacter sp. NAS-14.1,1,0.0
Transcription antiterminator,Mariprofundus ferrooxydans PV-1,1,0.0
Transcription elongation protein nusA,Legionella longbeachae NSW150,5,4.13
Transcription initiation factor IIB (TFIIB),Ignisphaera aggregans DSM 17230,1,0.0
Transcriptional regulato,Azotobacter vinelandii DJ,1,0.0
Transcriptional regulato,Maritimibacter alkaliphilus HTCC2654,1,0.0
Transcriptional regulato,Roseobacter sp. AzwK-3b,1,0.0
Transcriptional regulato,Roseovarius nubinhibens ISM,2,1.67
Transcriptional regulato,Roseovarius sp. TM1035,3,2.37
Transcriptional regulato,gamma proteobacterium HdN1,2,1.65
Transcriptional regulator,Leeuwenhoekiella blandensis MED217,1,0.0
Transcriptional regulator,marine gamma proteobacterium HTCC2080,1,0.0
Transketolas,Verrucomicrobiae bacterium DG1235,1,0.0
Transketolase central region,Hyphomicrobium denitrificans ATCC 51888,6,5.1
Transketolase central region,Sebaldella termitidis ATCC 33386,1,0.0
Transketolase domain protein,Clostridium thermocellum DSM 2360,1,0.0
Transketolase domain protein,Dyadobacter fermentans DSM 18053,4,3.3
Transketolase domain protein,Flavobacteria bacterium MS024-2A,3,2.38
Translation initiation factor IF-3,Methylacidiphilum infernorum V4,1,0.0
Translational repressor Pumilio/PUF3 and related RNA-binding proteins (Puf superfamily) (ISS),Ostreococcus tauri,1,0.0
TrapT famil,Roseobacter sp. AzwK-3b,1,0.0
Trehalose/maltose hydrolase (phosphorylase),Croceibacter atlanticus HTCC2559,12,10.17
Trehalose/maltose hydrolase (phosphorylase),Kordia algicida OT-1,5,4.16
Trigger factor,Congregibacter litoralis KT71,15,12.47
Triose-phosphate isomerase,Caulobacter sp. K31,1,0.0
Triose-phosphate isomerase,Desulfovibrio vulgaris DP4,2,1.66
Triose-phosphate isomerase,Paracoccus denitrificans PD1222,3,2.45
Trk family sodium transporter,Prochlorococcus marinus str. NATL1A,4,3.32
Trk system potassium uptake protein TrkH,Haemophilus influenzae Rd KW20,2,1.63
TrkA domain-containing protein,Ruegeria pomeroyi DSS-3,2,1.61
TrkA-C domain protein,Hirschia baltica ATCC 49814,2,1.77
TrkH family potassium uptake protein,Marinomonas sp. MWYL1,1,0.0
TrmH family RNA methyltransferase,Rothia dentocariosa ATCC 17931,1,0.0
TrmH family tRNA/rRNA methyltransferase,Zunongwangia profunda SM-A87,3,2.34
TrpR like protei,Stenotrophomonas maltophilia R551-3,1,0.0
Trypsin domain protein,beta proteobacterium KB13,9,7.31
Tryptophan 2 3-dioxygenase (vermilion)-like protein,Chitinophaga pinensis DSM 2588,1,0.0
Tryptophan synthas,delta proteobacterium MLMS-1,1,0.0
TspO and MBR-like protein,Roseovarius sp. TM1035,6,4.96
Twin-arginine translocation pathway signal,Alteromonas macleodii ''Deep ecotype'',1,0.0
Twin-arginine translocation pathway signal,Erythrobacter sp. NAP1,1,0.0
Twin-arginine translocation pathway signal,Labrenzia aggregata IAM 12614,1,0.0
Twin-arginine translocation pathway signal,Limnobacter sp. MED105,1,0.0
Twin-arginine translocation pathway signal,Roseobacter sp. AzwK-3b,5,4.14
Twin-arginine translocation pathway signal,alpha proteobacterium BAL199,1,0.0
Twin-arginine translocation pathway signal,marine gamma proteobacterium HTCC2080,3,2.5
Type I restriction modification DNA specificity domain protein,Nitrosococcus oceani AFC27,1,0.0
Type I site-specific deoxyribonuclease HsdR,delta proteobacterium MLMS-1,1,0.0
Type II alternative RNA polymerase sigma facto,Synechococcus sp. CC9311,7,5.76
Type II alternative RNA polymerase sigma facto,Synechococcus sp. WH 7805,4,3.29
Type II secretion system protein,Yersinia mollaretii ATCC 43969,1,0.0
Type III restriction enzym,Candidatus Pelagibacter ubique HTCC1002,1,0.0
Type III restriction enzym,Rhodospirillum rubrum ATCC 11170,3,2.46
Type III restriction enzym,marine gamma proteobacterium HTCC2148,4,3.39
Tyrosine protein kinase:Aminoglycoside phosphotransferase,Erythrobacter sp. NAP1,1,0.0
UBA/THIF-type NAD/FAD binding fold,Pseudoalteromonas atlantica T6c,1,0.0
UBA/THIF-type NAD/FAD binding fold protein,Candidatus Puniceispirillum marinum IMCC1322,1,0.0
